Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,A,36626325,1992,,,,,,,1.210,0.051,-9.841,,,,,,,,,
2,B,36627089,2710,,,,,,,,,,-0.172,0.508,-9.965,,,,,,
2,S,36627089,2710,-0.800,0.800,2.400,0.102,0.117,-9.453,,,,,,,,,,,,
2,A,36628316,1991,,,,,,,1.260,0.060,-9.862,,,,,,,,,
2,B,36629121,2032,,,,,,,,,,0.098,0.395,-9.910,,,,,,
2,S,36629121,4064,-0.480,0.480,1.760,0.292,0.113,-9.422,,,,,,,,,,,,
2,A,36630307,1991,,,,,,,1.285,0.115,-9.876,,,,,,,,,
2,B,36631830,2709,,,,,,,,,,,,,-1.455,-0.336,-0.448,,,
2,S,36631830,677,0.160,0.160,1.760,0.302,0.117,-9.422,,,,,,,,,,,,
2,A,36635285,4978,,,,,,,1.295,0.111,-9.907,,,,,,,,,
2,B,36635894,4064,,,,,,,,,,,,,,,,41.062,-96.250,15.062
2,S,36635894,4064,0.160,0.800,1.440,0.247,0.163,-9.438,,,,,,,,,,,,
2,A,36638272,2987,,,,,,,1.306,0.149,-9.909,,,,,,,,,
2,B,36639281,3387,,,,,,,,,,-0.039,0.469,-9.926,,,,,,
2,S,36639281,3387,-0.480,1.440,2.080,0.177,0.193,-9.463,,,,,,,,,,,,
2,A,36640264,1992,,,,,,,1.286,0.141,-9.899,,,,,,,,,
2,B,36641313,2032,,,,,,,,,,,,,-1.455,-0.336,-0.224,,,
2,S,36641313,2032,-0.800,1.760,2.400,0.172,0.207,-9.473,,,,,,,,,,,,
2,A,36645242,4978,,,,,,,1.293,0.167,-9.865,,,,,,,,,
2,B,36645378,4065,,,,,,,,,,,,,,,,40.625,-95.250,15.688
2,S,36645378,4065,-0.800,2.400,1.760,0.203,0.223,-9.463,,,,,,,,,,,,
2,A,36648229,2987,,,,,,,1.320,0.158,-9.862,,,,,,,,,
2,B,36648765,3387,,,,,,,,,,-0.027,0.516,-9.965,,,,,,
2,S,36648765,3387,-1.120,1.760,2.080,0.198,0.247,-9.428,,,,,,,,,,,,
2,A,36650220,1991,,,,,,,1.095,-0.415,-9.907,,,,,,,,,
2,B,36651474,2709,,,,,,,,,,,,,-1.455,-0.112,0.000,,,
2,S,36651474,2709,-1.440,1.440,3.040,0.203,0.228,-9.393,,,,,,,,,,,,
2,A,36655198,4978,,,,,,,1.368,0.282,-10.018,,,,,,,,,
2,B,36655538,4064,,,,,,,,,,,,,,,,40.375,-97.062,16.500
2,S,36655538,4064,-1.120,0.800,1.760,0.412,0.133,-9.398,,,,,,,,,,,,
2,A,36657189,1991,,,,,,,1.457,0.068,-9.977,,,,,,,,,
2,B,36657570,2032,,,,,,,,,,0.199,0.375,-9.820,,,,,,
2,S,36657570,2032,-0.480,0.480,0.160,0.403,0.193,-9.488,,,,,,,,,,,,
2,A,36659181,1992,,,,,,,1.482,0.015,-9.909,,,,,,,,,
2,B,36660280,2710,,,,,,,,,,-0.270,0.527,-9.977,,,,,,
2,S,36660280,2710,-0.160,0.480,-0.480,0.182,0.258,-9.547,,,,,,,,,,,,
2,A,36662168,2987,,,,,,,1.316,0.041,-9.884,,,,,,,,,
2,B,36663667,3387,,,,,,,,,,,,,-1.343,-0.112,-0.336,,,
2,S,36663667,3387,-0.160,0.800,1.440,-0.062,0.182,-9.467,,,,,,,,,,,,
2,A,36665154,2986,,,,,,,1.260,0.008,-9.878,,,,,,,,,
2,B,36665699,2032,,,,,,,,,,,,,,,,40.562,-96.812,15.875
2,S,36665699,2032,0.160,0.800,2.720,-0.048,0.117,-9.428,,,,,,,,,,,,
2,A,36668141,2987,,,,,,,1.297,0.152,-9.902,,,,,,,,,
2,B,36669086,3387,,,,,,,,,,0.027,0.383,-9.973,,,,,,
2,S,36669086,3387,0.480,1.120,2.720,0.177,0.098,-9.443,,,,,,,,,,,,
2,A,36670133,1992,,,,,,,1.319,0.106,-9.910,,,,,,,,,
2,B,36671118,2032,,,,,,,,,,,,,-0.783,-0.224,-0.448,,,
2,S,36671118,2032,1.120,1.120,2.080,0.287,0.138,-9.477,,,,,,,,,,,,
2,A,36675111,4978,,,,,,,1.425,0.149,-9.970,,,,,,,,,
2,B,36675859,4741,,,,,,,,,,,,,,,,41.500,-95.125,14.938
2,S,36675859,4741,1.120,1.760,0.800,0.217,0.228,-9.518,,,,,,,,,,,,
2,A,36678098,2987,,,,,,,1.373,0.075,-9.981,,,,,,,,,
2,B,36678569,2710,,,,,,,,,,-0.098,0.508,-10.031,,,,,,
2,S,36678569,2710,-1.120,2.080,1.760,0.092,0.228,-9.527,,,,,,,,,,,,
2,A,36680089,1991,,,,,,,1.337,0.088,-9.955,,,,,,,,,
2,B,36681278,2709,,,,,,,,,,,,,-1.007,-0.224,-0.560,,,
2,S,36681278,2709,-1.760,2.080,2.080,0.048,0.188,-9.527,,,,,,,,,,,,
2,A,36684072,4978,,,,,,,1.372,0.129,-9.994,,,,,,,,,
2,B,36685343,4065,,,,,,,,,,,,,,,,41.312,-96.438,15.312
2,S,36685343,4065,-1.440,1.120,1.760,0.092,0.168,-9.518,,,,,,,,,,,,
2,A,36688054,2987,,,,,,,1.344,0.148,-9.968,,,,,,,,,
2,B,36688730,3387,,,,,,,,,,-0.098,0.449,-9.977,,,,,,
2,S,36688730,3387,-0.480,0.160,2.080,0.087,0.203,-9.512,,,,,,,,,,,,
2,A,36690045,1991,,,,,,,1.378,0.149,-9.924,,,,,,,,,
2,B,36690762,2032,,,,,,,,,,,,,-1.343,-0.224,-0.224,,,
2,S,36690762,2032,-0.160,0.160,2.720,0.068,0.223,-9.502,,,,,,,,,,,,
2,A,36694028,3983,,,,,,,1.463,0.202,-9.880,,,,,,,,,
2,B,36695503,4741,,,,,,,,,,-0.164,0.496,-10.000,,,,,,
2,S,36695503,4741,-0.480,1.440,3.680,0.087,0.258,-9.473,,,,,,,,,,,,
2,A,36697015,2987,,,,,,,1.470,0.141,-9.822,,,,,,,,,
2,B,36697535,2032,,,,,,,,,,,,,,,,41.125,-96.062,15.500
2,S,36697535,2032,-0.160,1.760,3.680,0.087,0.278,-9.463,,,,,,,,,,,,
2,A,36699006,1991,,,,,,,1.435,0.144,-9.835,,,,,,,,,
2,B,36699568,2033,,,,,,,,,,-0.152,0.547,-9.969,,,,,,
2,S,36699568,2033,-0.480,2.080,3.360,0.068,0.278,-9.447,,,,,,,,,,,,
2,A,36701993,2987,,,,,,,1.360,0.307,-9.889,,,,,,,,,
2,B,36702954,3386,,,,,,,,,,,,,-1.455,0.000,0.336,,,
2,S,36702954,3386,-0.800,2.080,2.720,0.052,0.263,-9.432,,,,,,,,,,,,
2,A,36704980,2987,,,,,,,1.406,0.389,-9.892,,,,,,,,,
2,B,36705664,2710,,,,,,,,,,,,,,,,41.250,-95.938,15.250
2,S,36705664,2710,-1.760,1.760,2.400,0.062,0.302,-9.473,,,,,,,,,,,,
2,A,36707966,2986,,,,,,,1.452,0.353,-9.888,,,,,,,,,
2,B,36708373,2709,,,,,,,,,,-0.152,0.641,-9.965,,,,,,
2,S,36708373,2709,-2.080,1.440,2.720,0.048,0.378,-9.477,,,,,,,,,,,,
2,A,36709958,1992,,,,,,,1.377,0.319,-9.910,,,,,,,,,
2,B,36711083,2710,,,,,,,,,,,,,-2.014,0.336,0.671,,,
2,S,36711083,2710,-2.400,0.800,3.360,0.018,0.432,-9.432,,,,,,,,,,,,
2,A,36713940,3982,,,,,,,1.398,0.109,-9.930,,,,,,,,,
2,B,36715147,4064,,,,,,,,,,,,,,,,41.938,-94.000,14.000
2,S,36715147,4064,-2.400,0.480,3.680,0.022,0.388,-9.363,,,,,,,,,,,,
2,A,36717923,3983,,,,,,,1.268,-0.217,-9.991,,,,,,,,,
2,B,36718534,3387,,,,,,,,,,-0.184,0.633,-9.773,,,,,,
2,S,36718534,3387,-1.120,0.480,3.680,0.072,0.237,-9.387,,,,,,,,,,,,
2,A,36719914,1991,,,,,,,1.179,-0.382,-9.984,,,,,,,,,
2,B,36720566,2032,,,,,,,,,,,,,-1.902,0.112,1.231,,,
2,S,36720566,2032,0.160,0.800,3.680,0.133,0.107,-9.418,,,,,,,,,,,,
2,A,36723896,3982,,,,,,,1.212,0.183,-9.866,,,,,,,,,
2,B,36725308,4742,,,,,,,,,,,,,,,,40.688,-96.188,15.188
2,S,36725308,4742,0.800,1.760,4.000,0.273,-0.168,-9.482,,,,,,,,,,,,
2,A,36726883,2987,,,,,,,1.222,0.446,-9.829,,,,,,,,,
2,B,36727340,2032,,,,,,,,,,0.047,0.152,-9.910,,,,,,
2,S,36727340,2032,2.400,2.080,4.320,0.258,-0.083,-9.568,,,,,,,,,,,,
2,A,36728874,1991,,,,,,,1.233,0.408,-9.855,,,,,,,,,
2,B,36729372,2032,,,,,,,,,,-0.039,0.672,-10.309,,,,,,
2,S,36729372,2032,2.080,1.440,4.640,0.217,0.138,-9.652,,,,,,,,,,,,
2,A,36732857,3983,,,,,,,1.306,0.314,-9.863,,,,,,,,,
2,B,36734114,4742,,,,,,,,,,,,,-0.895,0.000,1.790,,,
2,S,36734114,4742,0.480,-0.480,4.960,0.198,0.562,-9.547,,,,,,,,,,,,
2,A,36735844,2987,,,,,,,1.397,0.208,-9.962,,,,,,,,,
2,B,36736146,2032,,,,,,,,,,,,,,,,40.562,-95.875,15.375
2,S,36736146,2032,-4.000,-1.120,5.280,0.203,0.552,-9.402,,,,,,,,,,,,
2,A,36738831,2987,,,,,,,1.371,-0.014,-10.004,,,,,,,,,
2,B,36739533,3387,,,,,,,,,,0.008,0.613,-9.676,,,,,,
2,S,36739533,3387,-4.320,-0.160,5.280,0.177,0.362,-9.277,,,,,,,,,,,,
2,A,36740822,1991,,,,,,,1.400,-0.057,-9.932,,,,,,,,,
2,B,36741565,2032,,,,,,,,,,,,,-1.231,-0.671,2.462,,,
2,S,36741565,2032,-2.400,0.800,5.280,0.152,0.212,-9.322,,,,,,,,,,,,
2,A,36744804,3982,,,,,,,1.310,0.049,-9.877,,,,,,,,,
2,B,36746306,4741,,,,,,,,,,,,,,,,41.312,-96.438,15.312
2,S,36746306,7451,-0.480,2.400,3.680,0.128,0.128,-9.668,,,,,,,,,,,,
2,A,36748787,3983,,,,,,,1.238,0.306,-9.817,,,,,,,,,
2,B,36749693,3387,,,,,,,,,,-0.078,0.344,-10.172,,,,,,
2,S,36749693,677,-0.800,1.440,3.680,0.133,0.158,-9.662,,,,,,,,,,,,
2,A,36750778,1991,,,,,,,1.205,0.350,-9.846,,,,,,,,,
2,B,36751725,2032,,,,,,,,,,,,,-1.455,-0.671,2.462,,,
2,S,36751725,2032,-1.440,0.480,3.680,0.152,0.273,-9.613,,,,,,,,,,,,
2,A,36754761,3983,,,,,,,1.293,0.320,-9.891,,,,,,,,,
2,B,36755790,4065,,,,,,,,,,,,,,,,41.250,-95.938,15.250
2,S,36755790,4065,-3.360,-1.120,4.640,0.193,0.468,-9.438,,,,,,,,,,,,
2,A,36757747,2986,,,,,,,1.368,0.154,-9.927,,,,,,,,,
2,B,36758499,2709,,,,,,,,,,-0.039,0.680,-10.008,,,,,,
2,S,36758499,2709,-5.920,-1.440,4.960,0.212,0.477,-9.357,,,,,,,,,,,,
2,A,36759739,1992,,,,,,,1.407,0.278,-9.913,,,,,,,,,
2,B,36760531,2032,,,,,,,,,,,,,-2.910,-1.007,2.462,,,
2,S,36760531,2032,-6.240,-1.120,4.960,0.212,0.407,-9.338,,,,,,,,,,,,
2,A,36763721,3982,,,,,,,1.224,0.007,-9.954,,,,,,,,,
2,B,36764595,4064,,,,,,,,,,-0.008,0.586,-9.801,,,,,,
2,S,36764595,4064,-5.280,0.480,4.640,0.158,0.258,-9.412,,,,,,,,,,,,
2,A,36766708,2987,,,,,,,1.140,-0.291,-9.874,,,,,,,,,
2,B,36767305,2710,,,,,,,,,,,,,,,,41.562,-98.625,15.875
2,S,36767305,2710,-3.040,1.440,4.640,0.147,0.142,-9.438,,,,,,,,,,,,
2,A,36768699,1991,,,,,,,1.144,-0.364,-9.814,,,,,,,,,
2,B,36769337,2032,,,,,,,,,,-0.020,0.230,-9.840,,,,,,
2,S,36769337,2032,-2.400,2.400,5.280,0.188,0.018,-9.408,,,,,,,,,,,,
2,A,36770690,1991,,,,,,,1.202,-0.298,-9.783,,,,,,,,,
2,B,36771369,2032,,,,,,,,,,,,,-3.357,-0.336,2.686,,,
2,S,36771369,2032,-2.080,3.360,5.600,0.268,-0.122,-9.367,,,,,,,,,,,,
2,A,36774673,3983,,,,,,,1.249,0.025,-9.836,,,,,,,,,
2,B,36776111,4742,,,,,,,,,,,,,,,,41.375,-95.250,14.500
2,S,36776111,4742,-1.440,3.680,4.640,0.407,-0.212,-9.387,,,,,,,,,,,,
2,A,36778655,3982,,,,,,,1.278,0.111,-9.935,,,,,,,,,
2,B,36779498,3387,,,,,,,,,,0.191,0.164,-9.887,,,,,,
2,S,36779498,3387,-0.160,2.080,3.040,0.292,-0.022,-9.457,,,,,,,,,,,,
2,A,36780647,1992,,,,,,,1.256,-0.050,-10.027,,,,,,,,,
2,B,36781530,2032,,,,,,,,,,,,,-2.350,0.448,2.686,,,
2,S,36781530,2032,-0.480,1.120,3.040,0.193,0.098,-9.473,,,,,,,,,,,,
2,A,36784629,3982,,,,,,,1.325,0.116,-10.026,,,,,,,,,
2,B,36785594,4064,,,,,,,,,,,,,,,,40.938,-95.938,15.312
2,S,36785594,4064,-0.800,-0.480,4.320,0.147,0.142,-9.488,,,,,,,,,,,,
2,A,36788611,3982,,,,,,,1.323,0.019,-9.902,,,,,,,,,
2,B,36788981,3387,,,,,,,,,,-0.047,0.383,-9.910,,,,,,
2,S,36788981,5419,0.160,-0.800,4.960,0.193,0.102,-9.467,,,,,,,,,,,,
2,A,36790603,1992,,,,,,,1.313,-0.019,-9.844,,,,,,,,,
2,B,36791690,2709,,,,,,,,,,,,,-1.231,-0.224,2.462,,,
2,S,36791690,677,1.760,-0.160,4.960,0.188,0.098,-9.447,,,,,,,,,,,,
2,A,36794585,3982,,,,,,,1.309,-0.054,-9.703,,,,,,,,,
2,B,36795755,4065,,,,,,,,,,,,,,,,40.875,-96.500,15.688
2,S,36795755,4065,1.760,1.760,5.280,0.182,0.087,-9.342,,,,,,,,,,,,
2,A,36797572,2987,,,,,,,1.287,-0.037,-9.750,,,,,,,,,
2,B,36797787,2032,,,,,,,,,,-0.059,0.395,-9.840,,,,,,
2,S,36797787,2032,2.720,3.040,5.280,0.182,0.083,-9.332,,,,,,,,,,,,
2,A,36799563,1991,,,,,,,1.291,-0.048,-9.796,,,,,,,,,
2,B,36800496,2709,,,,,,,,,,,,,0.112,-0.112,2.350,,,
2,S,36800496,2709,3.040,3.680,5.280,0.177,0.072,-9.357,,,,,,,,,,,,
2,A,36803546,3983,,,,,,,1.284,-0.037,-9.912,,,,,,,,,
2,B,36804561,4065,,,,,,,,,,-0.020,0.344,-9.910,,,,,,
2,S,36804561,4065,2.400,2.400,4.640,0.158,0.048,-9.398,,,,,,,,,,,,
2,A,36805537,1991,,,,,,,1.301,-0.030,-9.998,,,,,,,,,
2,B,36806593,2032,,,,,,,,,,,,,,,,40.500,-96.375,15.062
2,S,36806593,2032,1.120,1.440,4.000,0.163,0.037,-9.412,,,,,,,,,,,,
2,A,36808524,2987,,,,,,,1.358,0.006,-10.033,,,,,,,,,
2,B,36809302,2709,,,,,,,,,,-0.008,0.324,-9.898,,,,,,
2,S,36809302,2709,0.800,0.160,3.680,0.177,0.033,-9.453,,,,,,,,,,,,
2,A,36810515,1991,,,,,,,1.377,0.019,-10.021,,,,,,,,,
2,B,36811334,2032,,,,,,,,,,,,,0.671,0.112,2.126,,,
2,S,36811334,2032,0.800,0.160,3.360,0.182,0.037,-9.488,,,,,,,,,,,,
2,A,36814497,3982,,,,,,,1.375,0.090,-9.927,,,,,,,,,
2,B,36815398,4064,,,,,,,,,,,,,,,,40.562,-94.250,14.438
2,S,36815398,4064,1.120,1.440,4.000,0.182,0.072,-9.523,,,,,,,,,,,,
2,A,36818480,3983,,,,,,,1.412,0.041,-9.848,,,,,,,,,
2,B,36818785,3387,,,,,,,,,,0.008,0.355,-9.977,,,,,,
2,S,36818785,3387,1.760,2.080,3.680,0.152,0.107,-9.492,,,,,,,,,,,,
2,A,36820471,1991,,,,,,,1.416,0.021,-9.863,,,,,,,,,
2,B,36821495,2710,,,,,,,,,,,,,1.007,0.336,1.679,,,
2,S,36821495,2710,2.400,2.080,3.360,0.107,0.117,-9.453,,,,,,,,,,,,
2,A,36824454,3983,,,,,,,1.363,-0.002,-9.886,,,,,,,,,
2,B,36825559,4064,,,,,,,,,,,,,,,,41.000,-95.812,15.000
2,S,36825559,4064,2.720,1.120,2.720,0.068,0.098,-9.428,,,,,,,,,,,,
2,A,36828436,3982,,,,,,,1.319,0.114,-9.939,,,,,,,,,
2,B,36828946,3387,,,,,,,,,,-0.113,0.395,-9.902,,,,,,
2,S,36828946,3387,3.360,0.800,2.720,0.107,0.098,-9.447,,,,,,,,,,,,
2,A,36830428,1992,,,,,,,1.358,0.104,-9.971,,,,,,,,,
2,B,36830978,2032,,,,,,,,,,,,,1.567,0.112,1.007,,,
2,S,36830978,2032,3.680,0.800,2.720,0.142,0.117,-9.467,,,,,,,,,,,,
2,A,36834410,3982,,,,,,,1.341,0.041,-10.020,,,,,,,,,
2,B,36835720,4742,,,,,,,,,,-0.039,0.422,-9.973,,,,,,
2,S,36835720,4742,3.360,1.760,2.720,0.147,0.163,-9.547,,,,,,,,,,,,
2,A,36836401,1991,,,,,,,1.365,0.064,-10.039,,,,,,,,,
2,B,36837752,2032,,,,,,,,,,,,,,,,42.250,-97.250,15.000
2,S,36837752,2032,3.040,1.760,2.400,0.133,0.163,-9.592,,,,,,,,,,,,
2,A,36839388,2987,,,,,,,1.342,0.096,-10.009,,,,,,,,,
2,B,36839784,2032,,,,,,,,,,-0.078,0.441,-10.105,,,,,,
2,S,36839784,2032,3.040,1.760,2.080,0.128,0.152,-9.623,,,,,,,,,,,,
2,A,36842375,2987,,,,,,,1.336,0.106,-9.955,,,,,,,,,
2,B,36843171,3387,,,,,,,,,,,,,1.679,0.112,0.336,,,
2,S,36843171,3387,2.720,1.440,2.080,0.133,0.152,-9.598,,,,,,,,,,,,
2,A,36844367,1992,,,,,,,1.342,0.090,-9.918,,,,,,,,,
2,B,36845880,2709,,,,,,,,,,,,,,,,40.750,-95.625,14.750
2,S,36845880,2709,2.400,1.440,2.080,0.138,0.168,-9.537,,,,,,,,,,,,
2,A,36848349,3982,,,,,,,1.349,0.072,-9.906,,,,,,,,,
2,B,36848590,2710,,,,,,,,,,-0.059,0.449,-9.965,,,,,,
2,S,36848590,2710,2.080,1.440,2.080,0.133,0.177,-9.488,,,,,,,,,,,,
2,A,36850341,1992,,,,,,,1.342,0.083,-9.897,,,,,,,,,
2,B,36851299,2709,,,,,,,,,,,,,1.567,0.224,0.000,,,
2,S,36851299,2709,2.080,1.120,2.080,0.133,0.168,-9.467,,,,,,,,,,,,
2,A,36854323,3982,,,,,,,1.316,0.118,-9.877,,,,,,,,,
2,B,36855364,4065,,,,,,,,,,,,,,,,41.500,-95.625,14.312
2,S,36855364,4065,2.400,0.160,1.760,0.142,0.168,-9.473,,,,,,,,,,,,
2,A,36858306,3983,,,,,,,1.313,0.158,-9.867,,,,,,,,,
2,B,36858750,3386,,,,,,,,,,-0.086,0.430,-9.961,,,,,,
2,S,36858750,3386,2.400,0.160,1.120,0.163,0.193,-9.473,,,,,,,,,,,,
2,A,36860297,1991,,,,,,,1.285,0.164,-9.852,,,,,,,,,
2,B,36860783,2033,,,,,,,,,,,,,1.567,0.000,-0.112,,,
2,S,36860783,2033,1.760,0.800,1.120,0.172,0.217,-9.473,,,,,,,,,,,,
2,A,36864280,3983,,,,,,,1.258,0.149,-9.863,,,,,,,,,
2,B,36865524,4741,,,,,,,,,,,,,,,,41.438,-96.688,15.125
2,S,36865524,4741,1.440,1.760,2.080,0.207,0.268,-9.457,,,,,,,,,,,,
2,A,36866271,1991,,,,,,,1.288,0.151,-9.898,,,,,,,,,
2,B,36867556,2032,,,,,,,,,,-0.027,0.508,-9.988,,,,,,
2,S,36867556,2032,1.440,1.760,2.400,0.223,0.263,-9.443,,,,,,,,,,,,
2,A,36869258,2987,,,,,,,1.295,0.144,-9.922,,,,,,,,,
2,B,36869588,2032,,,,,,,,,,0.047,0.480,-9.926,,,,,,
2,S,36869588,2032,1.440,1.760,2.080,0.228,0.253,-9.432,,,,,,,,,,,,
2,A,36872245,2987,,,,,,,1.278,0.138,-9.943,,,,,,,,,
2,B,36872975,3387,,,,,,,,,,,,,1.007,0.000,-0.112,,,
2,S,36872975,3387,1.440,1.440,0.800,0.217,0.233,-9.457,,,,,,,,,,,,
2,A,36874236,1991,,,,,,,1.222,0.114,-9.908,,,,,,,,,
2,B,36875685,2710,,,,,,,,,,,,,,,,41.375,-96.812,15.438
2,S,36875685,2710,1.440,1.120,0.160,0.203,0.223,-9.482,,,,,,,,,,,,
2,A,36878219,3983,,,,,,,1.220,0.124,-9.906,,,,,,,,,
2,B,36878394,2709,,,,,,,,,,-0.027,0.488,-9.988,,,,,,
2,S,36878394,2709,1.120,0.480,0.480,0.203,0.217,-9.492,,,,,,,,,,,,
2,A,36880210,1991,,,,,,,1.210,0.067,-9.893,,,,,,,,,
2,B,36881104,2710,,,,,,,,,,,,,0.671,-0.224,-0.336,,,
2,S,36881104,2710,1.120,-0.160,1.440,0.212,0.212,-9.488,,,,,,,,,,,,
2,A,36884193,3983,,,,,,,1.240,-0.005,-9.852,,,,,,,,,
2,B,36885168,4064,,,,,,,,,,,,,,,,41.375,-96.812,15.438
2,S,36885168,4064,1.120,0.800,2.400,0.273,0.168,-9.457,,,,,,,,,,,,
2,A,36887180,2987,,,,,,,1.262,0.024,-9.841,,,,,,,,,
2,B,36887878,2710,,,,,,,,,,0.098,0.363,-9.902,,,,,,
2,S,36887878,2710,1.760,1.440,1.760,0.297,0.117,-9.422,,,,,,,,,,,,
2,A,36889171,1991,,,,,,,1.265,0.012,-9.852,,,,,,,,,
2,B,36889910,2032,,,,,,,,,,,,,0.671,-0.112,-0.448,,,
2,S,36889910,2032,1.760,1.760,1.440,0.287,0.077,-9.402,,,,,,,,,,,,
2,A,36894149,4978,,,,,,,1.238,0.018,-9.913,,,,,,,,,
2,B,36895329,5419,,,,,,,,,,,,,,,,40.938,-94.875,14.750
2,S,36895329,8128,1.760,2.080,0.800,0.247,0.058,-9.492,,,,,,,,,,,,
2,A,36897136,2987,,,,,,,1.288,0.096,-9.890,,,,,,,,,
2,B,36898715,3386,,,,,,,,,,0.027,0.336,-9.887,,,,,,
2,S,36898715,677,0.480,2.080,0.800,0.253,0.068,-9.502,,,,,,,,,,,,
2,A,36900123,2987,,,,,,,1.296,0.164,-9.880,,,,,,,,,
2,B,36900748,2033,,,,,,,,,,,,,0.336,0.000,-0.560,,,
2,S,36900748,2033,0.480,1.760,0.800,0.253,0.113,-9.512,,,,,,,,,,,,
2,A,36904106,3983,,,,,,,1.320,0.201,-9.848,,,,,,,,,
2,B,36904812,4064,,,,,,,,,,,,,,,,42.375,-96.188,14.188
2,S,36904812,4064,0.160,1.120,0.480,0.203,0.217,-9.418,,,,,,,,,,,,
2,A,36906097,1991,,,,,,,1.293,0.152,-9.869,,,,,,,,,
2,B,36907521,2709,,,,,,,,,,0.000,0.430,-10.027,,,,,,
2,S,36907521,2709,-0.160,0.800,0.160,0.182,0.258,-9.342,,,,,,,,,,,,
2,A,36909084,2987,,,,,,,1.316,0.045,-9.901,,,,,,,,,
2,B,36909554,2033,,,,,,,,,,0.000,0.496,-9.793,,,,,,
2,S,36909554,2033,0.160,1.120,0.160,0.182,0.258,-9.332,,,,,,,,,,,,
2,A,36911076,1992,,,,,,,1.296,-0.011,-9.890,,,,,,,,,
2,B,36911586,2032,,,,,,,,,,,,,0.112,0.112,-0.783,,,
2,S,36911586,2032,0.480,1.120,0.160,0.193,0.233,-9.363,,,,,,,,,,,,
2,A,36915058,3982,,,,,,,1.307,-0.117,-9.884,,,,,,,,,
2,B,36916327,4741,,,,,,,,,,,,,,,,40.562,-95.875,15.375
2,S,36916327,7451,1.120,1.120,0.160,0.177,-0.018,-9.477,,,,,,,,,,,,
2,A,36919041,3983,,,,,,,1.313,-0.107,-9.893,,,,,,,,,
2,B,36919714,3387,,,,,,,,,,-0.008,0.289,-9.961,,,,,,
2,S,36919714,677,2.720,1.120,0.480,0.177,-0.028,-9.477,,,,,,,,,,,,
2,A,36921033,1992,,,,,,,1.337,-0.084,-9.879,,,,,,,,,
2,B,36921746,2032,,,,,,,,,,,,,0.560,-0.112,-1.231,,,
2,S,36921746,2032,2.720,1.120,0.160,0.168,-0.048,-9.482,,,,,,,,,,,,
2,A,36925015,3982,,,,,,,1.318,0.008,-9.963,,,,,,,,,
2,B,36925810,4064,,,,,,,,,,,,,,,,41.062,-95.625,15.438
2,S,36925810,4064,3.040,1.440,-0.480,0.177,-0.018,-9.477,,,,,,,,,,,,
2,A,36928002,2987,,,,,,,1.342,0.044,-9.978,,,,,,,,,
2,B,36929197,3387,,,,,,,,,,0.000,0.258,-9.977,,,,,,
2,S,36929197,3387,1.760,2.080,-0.480,0.188,0.037,-9.482,,,,,,,,,,,,
2,A,36930989,2987,,,,,,,1.328,-0.112,-9.969,,,,,,,,,
2,B,36931887,2690,,,,,,,,,,,,,0.783,-0.112,-1.567,,,
2,S,36931887,2690,1.440,2.400,0.160,0.177,0.062,-9.492,,,,,,,,,,,,
2,A,36934972,3983,,,,,,,1.323,-0.151,-9.975,,,,,,,,,
2,B,36935971,4084,,,,,,,,,,,,,,,,41.625,-97.000,14.938
2,S,36935971,4084,1.440,1.760,-0.160,0.188,-0.003,-9.492,,,,,,,,,,,,
2,A,36936963,1991,,,,,,,1.347,-0.139,-9.970,,,,,,,,,
2,B,36938003,2032,,,,,,,,,,-0.020,0.344,-9.980,,,,,,
2,S,36938003,2032,1.440,1.760,-0.800,0.193,-0.052,-9.508,,,,,,,,,,,,
2,A,36939950,2987,,,,,,,1.325,-0.152,-9.888,,,,,,,,,
2,B,36940713,2710,,,,,,,,,,,,,1.007,0.112,-2.014,,,
2,S,36940713,2710,1.760,1.760,-1.120,0.182,-0.092,-9.537,,,,,,,,,,,,
2,A,36943933,3983,,,,,,,1.352,-0.037,-9.842,,,,,,,,,
2,B,36944777,4064,,,,,,,,,,-0.047,0.211,-10.016,,,,,,
2,S,36944777,4064,2.400,1.440,-0.800,0.172,-0.083,-9.527,,,,,,,,,,,,
2,A,36945924,1991,,,,,,,1.334,0.023,-9.811,,,,,,,,,
2,B,36946809,2032,,,,,,,,,,,,,,,,41.875,-95.750,15.250
2,S,36946809,2032,2.400,1.120,-0.800,0.168,-0.052,-9.502,,,,,,,,,,,,
2,A,36949906,3982,,,,,,,1.352,0.113,-9.851,,,,,,,,,
2,B,36950196,3387,,,,,,,,,,-0.047,0.289,-9.969,,,,,,
2,S,36950196,3387,1.440,0.800,-0.800,0.158,0.052,-9.457,,,,,,,,,,,,
2,A,36952893,2987,,,,,,,1.351,0.085,-9.919,,,,,,,,,
2,B,36953583,3387,,,,,,,,,,,,,1.007,0.112,-2.574,,,
2,S,36953583,3387,0.800,0.800,-0.800,0.142,0.172,-9.443,,,,,,,,,,,,
