Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,A,36954884,1991,,,,,,,1.371,0.083,-9.963,,,,,,,,,
2,B,36955615,2032,,,,,,,,,,,,,,,,40.312,-96.688,16.438
2,S,36955615,2032,0.480,1.120,-0.800,0.138,0.207,-9.447,,,,,,,,,,,,
2,A,36957871,2987,,,,,,,1.394,0.127,-9.970,,,,,,,,,
2,B,36959002,3387,,,,,,,,,,-0.078,0.469,-9.961,,,,,,
2,S,36959002,3387,0.480,2.080,-0.800,0.122,0.212,-9.473,,,,,,,,,,,,
2,A,36960858,2987,,,,,,,1.441,0.056,-9.927,,,,,,,,,
2,B,36961711,2709,,,,,,,,,,,,,0.336,0.112,-2.798,,,
2,S,36961711,2709,1.120,2.400,-1.440,0.102,0.193,-9.498,,,,,,,,,,,,
2,A,36964841,3983,,,,,,,1.399,0.013,-9.901,,,,,,,,,
2,B,36965776,4065,,,,,,,,,,,,,,,,41.375,-95.812,14.875
2,S,36965776,4065,0.800,1.760,-2.400,0.052,0.142,-9.477,,,,,,,,,,,,
2,A,36966832,1991,,,,,,,1.330,0.039,-9.855,,,,,,,,,
2,B,36967808,2032,,,,,,,,,,-0.125,0.430,-9.973,,,,,,
2,S,36967808,2032,0.160,1.440,-2.400,0.043,0.122,-9.467,,,,,,,,,,,,
2,A,36969819,2987,,,,,,,1.326,0.064,-9.825,,,,,,,,,
2,B,36970517,2709,,,,,,,,,,,,,-0.112,0.112,-3.133,,,
2,S,36970517,2709,0.160,1.760,-2.080,0.068,0.113,-9.457,,,,,,,,,,,,
2,A,36973802,3983,,,,,,,1.357,0.069,-9.917,,,,,,,,,
2,B,36974581,4064,,,,,,,,,,-0.105,0.375,-9.961,,,,,,
2,S,36974581,4064,0.480,1.440,-1.120,0.133,0.147,-9.443,,,,,,,,,,,,
2,A,36975793,1991,,,,,,,1.391,0.138,-9.949,,,,,,,,,
2,B,36976614,2033,,,,,,,,,,,,,,,,39.750,-97.312,16.500
2,S,36976614,2033,0.800,1.120,-1.120,0.142,0.158,-9.432,,,,,,,,,,,,
2,A,36978780,2987,,,,,,,1.380,0.167,-9.965,,,,,,,,,
2,B,36979323,2709,,,,,,,,,,-0.086,0.469,-9.965,,,,,,
2,S,36979323,2709,0.160,1.120,-1.440,0.122,0.182,-9.447,,,,,,,,,,,,
2,A,36980772,1992,,,,,,,1.352,0.142,-9.973,,,,,,,,,
2,B,36981355,2032,,,,,,,,,,,,,-0.560,0.112,-3.133,,,
2,S,36981355,2032,-0.480,1.440,-1.440,0.102,0.207,-9.477,,,,,,,,,,,,
2,A,36984754,3982,,,,,,,1.325,0.210,-9.947,,,,,,,,,
2,B,36985419,4064,,,,,,,,,,,,,,,,41.438,-97.188,16.250
2,S,36985419,4064,-0.480,1.440,-1.120,0.107,0.242,-9.498,,,,,,,,,,,,
2,A,36987741,2987,,,,,,,1.328,0.280,-9.915,,,,,,,,,
2,B,36988806,3387,,,,,,,,,,-0.086,0.535,-9.977,,,,,,
2,S,36988806,3387,0.800,0.800,-1.120,0.142,0.273,-9.498,,,,,,,,,,,,
2,A,36990728,2987,,,,,,,1.319,0.291,-9.880,,,,,,,,,
2,B,36991516,2710,,,,,,,,,,,,,-0.560,0.112,-3.021,,,
2,S,36991516,2710,0.800,0.480,-1.120,0.147,0.318,-9.498,,,,,,,,,,,,
2,A,36994711,3983,,,,,,,1.314,0.291,-9.861,,,,,,,,,
2,B,36995580,4064,,,,,,,,,,,,,,,,41.375,-96.812,15.438
2,S,36995580,4064,0.160,0.480,-1.120,0.128,0.372,-9.467,,,,,,,,,,,,
2,A,36997698,2987,,,,,,,1.311,0.289,-9.913,,,,,,,,,
2,B,36998967,3387,,,,,,,,,,-0.086,0.621,-9.988,,,,,,
2,S,36998967,3387,0.480,1.120,-0.480,0.133,0.367,-9.438,,,,,,,,,,,,
2,A,37000685,2987,,,,,,,1.294,0.200,-9.915,,,,,,,,,
2,B,37000999,2032,,,,,,,,,,,,,-0.560,0.112,-2.798,,,
2,S,37000999,2032,0.800,1.120,-0.480,0.147,0.352,-9.443,,,,,,,,,,,,
2,A,37004667,3982,,,,,,,1.264,0.288,-9.895,,,,,,,,,
2,B,37005741,4742,,,,,,,,,,,,,,,,42.062,-96.562,15.188
2,S,37005741,4742,0.800,1.120,-0.800,0.193,0.318,-9.482,,,,,,,,,,,,
2,A,37006658,1991,,,,,,,1.258,0.328,-9.882,,,,,,,,,
2,B,37007773,2032,,,,,,,,,,-0.047,0.574,-9.961,,,,,,
2,S,37007773,2032,0.480,1.120,-0.800,0.193,0.333,-9.482,,,,,,,,,,,,
2,A,37009645,2987,,,,,,,1.266,0.365,-9.905,,,,,,,,,
2,B,37009805,2032,,,,,,,,,,-0.066,0.652,-9.965,,,,,,
2,S,37009805,2032,0.160,1.440,-0.480,0.182,0.372,-9.473,,,,,,,,,,,,
2,A,37012632,2987,,,,,,,1.277,0.327,-9.923,,,,,,,,,
2,B,37013192,3387,,,,,,,,,,,,,-0.671,0.000,-2.350,,,
2,S,37013192,3387,-0.160,1.120,0.480,0.172,0.422,-9.447,,,,,,,,,,,,
2,A,37015619,2987,,,,,,,1.256,0.290,-9.933,,,,,,,,,
2,B,37016579,3387,,,,,,,,,,,,,,,,42.500,-96.000,14.625
2,S,37016579,3387,-0.480,0.160,1.120,0.168,0.427,-9.447,,,,,,,,,,,,
2,A,37018606,2987,,,,,,,1.271,0.228,-9.941,,,,,,,,,
2,B,37019965,3386,,,,,,,,,,-0.047,0.660,-9.902,,,,,,
2,S,37019965,3386,-0.160,0.160,1.440,0.168,0.398,-9.467,,,,,,,,,,,,
2,A,37021593,2987,,,,,,,1.301,0.193,-9.895,,,,,,,,,
2,B,37021998,2033,,,,,,,,,,,,,-0.895,-0.112,-1.790,,,
2,S,37021998,2033,0.480,0.800,2.080,0.163,0.357,-9.473,,,,,,,,,,,,
2,A,37025576,3983,,,,,,,1.307,0.117,-9.874,,,,,,,,,
2,B,37026739,4741,,,,,,,,,,,,,,,,40.750,-95.562,15.500
2,S,37026739,4741,1.120,1.120,2.400,0.168,0.268,-9.453,,,,,,,,,,,,
2,A,37028563,2987,,,,,,,1.294,0.112,-9.832,,,,,,,,,
2,B,37029449,2710,,,,,,,,,,-0.047,0.535,-9.965,,,,,,
2,S,37029449,2710,1.120,1.120,2.400,0.163,0.223,-9.438,,,,,,,,,,,,
2,A,37031549,2986,,,,,,,1.290,0.111,-9.874,,,,,,,,,
2,B,37032158,2709,,,,,,,,,,,,,-0.783,-0.112,-0.783,,,
2,S,37032158,2709,-0.160,1.120,2.400,0.163,0.193,-9.422,,,,,,,,,,,,
2,A,37035532,3983,,,,,,,1.280,0.111,-9.877,,,,,,,,,
2,B,37036222,4064,,,,,,,,,,,,,,,,41.312,-95.375,14.812
2,S,37036222,4064,-0.480,1.120,2.720,0.182,0.177,-9.408,,,,,,,,,,,,
2,A,37037523,1991,,,,,,,1.297,0.085,-9.886,,,,,,,,,
2,B,37038255,2033,,,,,,,,,,-0.008,0.441,-9.922,,,,,,
2,S,37038255,2033,-0.160,0.800,2.720,0.198,0.177,-9.412,,,,,,,,,,,,
2,A,37039515,2987,,,,,,,1.316,0.091,-9.867,,,,,,,,,
2,B,37040964,2709,,,,,,,,,,,,,-0.560,-0.112,-0.112,,,
2,S,37040964,2709,0.160,0.800,2.720,0.212,0.172,-9.422,,,,,,,,,,,,
2,A,37044493,3983,,,,,,,1.323,0.050,-9.841,,,,,,,,,
2,B,37045028,4064,,,,,,,,,,-0.008,0.449,-9.906,,,,,,
2,S,37045028,4064,0.160,1.120,2.400,0.198,0.152,-9.443,,,,,,,,,,,,
2,A,37046484,1991,,,,,,,1.306,0.048,-9.828,,,,,,,,,
2,B,37047738,2710,,,,,,,,,,,,,,,,40.438,-96.000,15.688
2,S,37047738,2710,0.480,1.120,2.080,0.177,0.142,-9.438,,,,,,,,,,,,
2,A,37048476,1992,,,,,,,1.310,0.023,-9.821,,,,,,,,,
2,B,37049770,2032,,,,,,,,,,-0.027,0.430,-9.926,,,,,,
2,S,37049770,2032,0.480,0.800,2.080,0.177,0.142,-9.428,,,,,,,,,,,,
2,A,37051463,2987,,,,,,,1.311,-0.025,-9.826,,,,,,,,,
2,B,37051802,2032,,,,,,,,,,,,,-0.448,-0.224,0.112,,,
2,S,37051802,2032,0.800,0.800,1.760,0.188,0.133,-9.408,,,,,,,,,,,,
2,A,37055445,3982,,,,,,,1.333,-0.156,-9.903,,,,,,,,,
2,B,37056544,4742,,,,,,,,,,,,,,,,40.438,-96.000,15.688
2,S,37056544,4742,0.800,1.440,1.440,0.217,0.068,-9.422,,,,,,,,,,,,
2,A,37057437,1992,,,,,,,1.369,-0.247,-9.914,,,,,,,,,
2,B,37058576,2032,,,,,,,,,,0.039,0.305,-9.949,,,,,,
2,S,37058576,2032,1.120,1.440,1.120,0.207,0.018,-9.467,,,,,,,,,,,,
2,A,37060424,2987,,,,,,,1.380,-0.201,-9.897,,,,,,,,,
2,B,37060608,2032,,,,,,,,,,,,,-0.560,0.000,-0.112,,,
2,S,37060608,2032,0.480,1.760,0.800,0.177,-0.048,-9.523,,,,,,,,,,,,
2,A,37064406,3982,,,,,,,1.318,0.011,-9.929,,,,,,,,,
2,B,37065350,4742,,,,,,,,,,,,,,,,40.250,-96.250,15.625
2,S,37065350,4742,-0.480,1.760,-0.160,0.098,-0.122,-9.562,,,,,,,,,,,,
2,A,37067393,2987,,,,,,,1.275,0.093,-9.966,,,,,,,,,
2,B,37068736,3386,,,,,,,,,,-0.078,0.184,-10.047,,,,,,
2,S,37068736,3386,-3.360,0.480,-0.160,0.122,-0.003,-9.543,,,,,,,,,,,,
2,A,37069385,2987,,,,,,,1.342,0.200,-9.993,,,,,,,,,
2,B,37070769,2033,,,,,,,,,,,,,-1.902,0.000,-0.671,,,
2,S,37070769,2033,-4.640,-0.160,-0.160,0.158,0.102,-9.523,,,,,,,,,,,,
2,A,37074363,3983,,,,,,,1.420,0.194,-9.987,,,,,,,,,
2,B,37074833,4064,,,,,,,,,,,,,,,,41.250,-96.938,15.750
2,S,37074833,4064,-4.640,0.160,0.160,0.182,0.258,-9.488,,,,,,,,,,,,
2,A,37076354,1991,,,,,,,1.427,0.221,-9.966,,,,,,,,,
2,B,37077542,2709,,,,,,,,,,0.000,0.480,-9.977,,,,,,
2,S,37077542,2709,-3.360,0.800,0.160,0.138,0.292,-9.492,,,,,,,,,,,,
2,A,37078345,1991,,,,,,,1.397,0.259,-9.964,,,,,,,,,
2,B,37079574,2032,,,,,,,,,,-0.191,0.574,-10.027,,,,,,
2,S,37079574,2032,-3.040,1.440,0.480,0.092,0.297,-9.508,,,,,,,,,,,,
2,A,37082328,3983,,,,,,,1.368,0.279,-9.903,,,,,,,,,
2,B,37082961,3387,,,,,,,,,,,,,-3.133,-0.336,-1.343,,,
2,S,37082961,3387,-2.720,1.440,0.800,0.037,0.312,-9.527,,,,,,,,,,,,
2,A,37085315,2987,,,,,,,1.355,0.271,-9.984,,,,,,,,,
2,B,37086348,3387,,,,,,,,,,,,,,,,40.875,-95.438,15.188
2,S,37086348,3387,-3.040,1.120,1.120,0.052,0.362,-9.523,,,,,,,,,,,,
2,A,37088302,2987,,,,,,,1.413,0.170,-9.898,,,,,,,,,
2,B,37089735,3387,,,,,,,,,,-0.219,0.641,-10.020,,,,,,
2,S,37089735,3387,-4.000,1.440,1.440,0.058,0.367,-9.508,,,,,,,,,,,,
2,A,37091289,2987,,,,,,,1.467,0.214,-9.955,,,,,,,,,
2,B,37091767,2032,,,,,,,,,,,,,-3.693,-0.224,-1.231,,,
2,S,37091767,2032,-4.320,1.760,1.760,0.052,0.333,-9.502,,,,,,,,,,,,
2,A,37095272,3983,,,,,,,1.383,0.302,-9.981,,,,,,,,,
2,B,37095831,4064,,,,,,,,,,,,,,,,40.438,-94.938,15.188
2,S,37095831,4064,-4.000,3.040,2.400,0.043,0.282,-9.533,,,,,,,,,,,,
2,A,37098258,2986,,,,,,,1.263,0.314,-9.975,,,,,,,,,
2,B,37099218,3387,,,,,,,,,,-0.145,0.555,-10.055,,,,,,
2,S,37099218,3387,-4.000,3.360,2.400,0.058,0.312,-9.523,,,,,,,,,,,,
2,A,37100250,1992,,,,,,,1.202,0.329,-9.981,,,,,,,,,
2,B,37101250,2032,,,,,,,,,,,,,-4.252,0.560,-0.448,,,
2,S,37101250,2032,-5.280,3.040,2.400,0.102,0.347,-9.498,,,,,,,,,,,,
2,A,37105228,4978,,,,,,,1.254,0.210,-9.930,,,,,,,,,
2,B,37105992,4742,,,,,,,,,,,,,,,,41.125,-96.062,15.500
2,S,37105992,4742,-4.960,2.400,2.720,0.273,0.362,-9.457,,,,,,,,,,,,
2,A,37107219,1991,,,,,,,1.368,0.240,-9.933,,,,,,,,,
2,B,37108024,2032,,,,,,,,,,0.047,0.633,-9.895,,,,,,
2,S,37108024,2032,-3.360,2.080,2.720,0.297,0.318,-9.457,,,,,,,,,,,,
2,A,37109211,1992,,,,,,,1.362,0.240,-9.882,,,,,,,,,
2,B,37110734,2710,,,,,,,,,,,,,-4.029,0.783,0.224,,,
2,S,37110734,2710,-2.400,1.440,3.040,0.237,0.282,-9.473,,,,,,,,,,,,
2,A,37114189,4978,,,,,,,1.305,0.125,-9.828,,,,,,,,,
2,B,37114798,4064,,,,,,,,,,-0.086,0.566,-9.973,,,,,,
2,S,37114798,4064,-1.760,0.800,3.360,0.122,0.297,-9.508,,,,,,,,,,,,
2,A,37116180,1991,,,,,,,1.266,0.133,-9.834,,,,,,,,,
2,B,37116830,2032,,,,,,,,,,,,,,,,40.938,-94.875,14.750
2,S,37116830,2032,-2.080,0.480,3.040,0.122,0.287,-9.502,,,,,,,,,,,,
2,A,37118171,1991,,,,,,,1.255,0.106,-9.828,,,,,,,,,
2,B,37119539,2709,,,,,,,,,,0.020,0.480,-9.961,,,,,,
2,S,37119539,2709,-3.040,0.480,2.720,0.182,0.247,-9.457,,,,,,,,,,,,
2,A,37121158,2987,,,,,,,1.291,0.032,-9.843,,,,,,,,,
2,B,37121572,2033,,,,,,,,,,,,,-3.693,0.671,0.671,,,
2,S,37121572,2033,-4.000,0.480,2.400,0.233,0.217,-9.422,,,,,,,,,,,,
2,A,37125141,3983,,,,,,,1.329,0.034,-9.866,,,,,,,,,
2,B,37125636,4064,,,,,,,,,,,,,,,,42.188,-95.812,14.438
2,S,37125636,4064,-4.320,1.440,3.040,0.233,0.163,-9.367,,,,,,,,,,,,
2,A,37128128,2987,,,,,,,1.343,-0.068,-9.916,,,,,,,,,
2,B,37129023,3387,,,,,,,,,,0.000,0.383,-9.848,,,,,,
2,S,37129023,3387,-3.360,1.760,2.720,0.177,0.117,-9.393,,,,,,,,,,,,
2,A,37130119,1991,,,,,,,1.333,-0.024,-9.928,,,,,,,,,
2,B,37131732,2709,,,,,,,,,,,,,-3.693,0.671,0.671,,,
2,S,37131732,2709,-2.720,1.760,2.080,0.158,0.077,-9.457,,,,,,,,,,,,
2,A,37135098,4979,,,,,,,1.259,0.084,-9.887,,,,,,,,,
2,B,37135796,4064,,,,,,,,,,,,,,,,42.438,-97.000,14.375
2,S,37135796,4064,-3.360,2.080,1.120,0.182,0.068,-9.518,,,,,,,,,,,,
2,A,37138084,2986,,,,,,,1.282,0.116,-9.834,,,,,,,,,
2,B,37139183,3387,,,,,,,,,,0.000,0.336,-9.977,,,,,,
2,S,37139183,3387,-4.960,2.400,0.800,0.223,0.128,-9.477,,,,,,,,,,,,
2,A,37140076,1992,,,,,,,1.271,0.054,-9.842,,,,,,,,,
2,B,37141215,2032,,,,,,,,,,,,,-4.029,0.783,0.112,,,
2,S,37141215,2032,-4.640,3.040,0.800,0.242,0.163,-9.523,,,,,,,,,,,,
2,A,37152023,11947,,,,,,,1.237,0.242,-9.999,,,,,,,,,
2,B,37152731,11516,,,,,,,,,,,,,,,,41.438,-94.688,14.062
2,S,37152731,11516,-4.960,3.360,0.480,0.253,0.142,-9.533,,,,,,,,,,,,
2,A,37153019,996,,,,,,,1.232,0.259,-10.050,,,,,,,,,
2,B,37154086,1355,,,,,,,,,,,,,-4.476,1.343,-0.448,,,
2,S,37154086,1355,-4.960,3.360,0.480,0.278,0.182,-9.543,,,,,,,,,,,,
2,A,37157002,3983,,,,,,,1.240,0.165,-9.978,,,,,,,,,
2,B,37158150,4064,,,,,,,,,,0.027,0.395,-9.980,,,,,,
2,S,37158150,4064,-4.960,3.360,0.800,0.273,0.278,-9.557,,,,,,,,,,,,
2,A,37160984,3982,,,,,,,1.283,0.210,-9.842,,,,,,,,,
2,B,37161537,3387,,,,,,,,,,,,,,,,41.312,-96.438,15.312
2,S,37161537,3387,-5.280,3.040,1.120,0.203,0.263,-9.508,,,,,,,,,,,,
2,A,37162976,1992,,,,,,,1.276,0.235,-9.760,,,,,,,,,
2,B,37163569,2032,,,,,,,,,,,,,-4.812,1.790,-0.671,,,
2,S,37163569,2032,-4.960,2.720,1.440,0.168,0.247,-9.453,,,,,,,,,,,,
2,A,37165962,2986,,,,,,,1.404,0.232,-9.711,,,,,,,,,
2,B,37166956,3387,,,,,,,,,,0.000,0.547,-10.031,,,,,,
2,S,37166956,3387,-4.320,2.400,2.720,0.138,0.278,-9.373,,,,,,,,,,,,
2,A,37168949,3983,,,,,,,1.521,0.198,-9.816,,,,,,,,,
2,B,37170343,3387,,,,,,,,,,,,,,,,40.562,-96.812,15.875
2,S,37170343,3387,-3.040,2.080,4.000,0.087,0.323,-9.348,,,,,,,,,,,,
2,A,37171936,1991,,,,,,,1.572,0.332,-9.845,,,,,,,,,
2,B,37172375,2032,,,,,,,,,,,,,-4.700,1.679,-0.224,,,
2,S,37172375,6096,-2.720,1.440,3.360,-0.037,0.372,-9.512,,,,,,,,,,,,
2,A,37175919,3983,,,,,,,1.292,0.289,-10.219,,,,,,,,,
2,B,37177116,4741,,,,,,,,,,-0.105,0.566,-9.812,,,,,,
2,S,37177116,677,-5.280,-1.120,3.040,-0.037,0.378,-9.537,,,,,,,,,,,,
2,A,37177910,1991,,,,,,,1.096,0.377,-10.278,,,,,,,,,
2,B,37179148,2032,,,,,,,,,,,,,,,,41.625,-96.438,14.500
2,S,37179148,2032,-5.600,-2.720,2.400,-0.007,0.383,-9.623,,,,,,,,,,,,
2,A,37180897,2987,,,,,,,0.953,0.567,-10.281,,,,,,,,,
2,B,37181181,2033,,,,,,,,,,,,,-5.148,-0.448,0.000,,,
2,S,37181181,2033,-6.240,-4.640,1.760,0.072,0.383,-9.693,,,,,,,,,,,,
2,A,37184880,3983,,,,,,,1.389,0.412,-9.735,,,,,,,,,
2,B,37185922,4741,,,,,,,,,,-0.086,0.691,-10.109,,,,,,
2,S,37185922,4741,-6.240,-5.920,3.040,0.357,0.443,-9.652,,,,,,,,,,,,
2,A,37186871,1991,,,,,,,1.436,0.227,-9.562,,,,,,,,,
2,B,37187954,2032,,,,,,,,,,,,,,,,42.250,-97.250,15.000
2,S,37187954,2032,-3.360,-3.680,4.000,0.427,0.453,-9.518,,,,,,,,,,,,
2,A,37190853,3982,,,,,,,1.305,0.094,-9.336,,,,,,,,,
2,B,37191341,3387,,,,,,,,,,,,,-4.364,-2.350,0.560,,,
2,S,37191341,3387,-1.760,1.120,3.680,0.422,0.432,-9.252,,,,,,,,,,,,
2,A,37194836,3983,,,,,,,1.362,-0.104,-9.398,,,,,,,,,
2,B,37195405,4064,,,,,,,,,,0.250,0.680,-9.859,,,,,,
2,S,37195405,4064,-0.800,4.960,1.120,0.258,0.282,-9.023,,,,,,,,,,,,
2,A,37196827,1991,,,,,,,1.409,-0.136,-9.623,,,,,,,,,
2,B,37198096,2691,,,,,,,,,,-0.105,0.355,-9.504,,,,,,
2,S,37198096,2691,-2.400,5.280,-0.480,0.142,0.158,-8.977,,,,,,,,,,,,
2,A,37199814,2987,,,,,,,1.411,-0.074,-10.022,,,,,,,,,
2,B,37200824,2728,,,,,,,,,,,,,,,,41.812,-97.812,14.812
2,S,37200824,2728,-3.680,3.360,-0.480,-0.003,-0.033,-9.078,,,,,,,,,,,,
2,A,37202801,2987,,,,,,,1.405,0.110,-10.306,,,,,,,,,
2,B,37203534,2710,,,,,,,,,,,,,-3.581,-1.007,0.000,,,
2,S,37203534,5419,-4.000,1.120,0.160,0.033,0.007,-9.547,,,,,,,,,,,,
2,A,37205788,2987,,,,,,,1.286,0.303,-10.281,,,,,,,,,
2,B,37206921,3387,,,,,,,,,,-0.191,0.305,-9.898,,,,,,
2,S,37206921,678,-2.720,-1.120,1.120,0.058,0.037,-9.598,,,,,,,,,,,,
2,A,37208775,2987,,,,,,,1.202,0.311,-10.102,,,,,,,,,
2,B,37209630,2709,,,,,,,,,,,,,,,,41.688,-94.875,14.312
2,S,37209630,2709,-2.720,-1.760,1.120,0.158,0.198,-9.688,,,,,,,,,,,,
2,A,37211762,2987,,,,,,,1.282,0.207,-9.751,,,,,,,,,
2,B,37212340,2710,,,,,,,,,,,,,-2.686,-0.783,-0.671,,,
2,S,37212340,2710,-1.120,-0.800,1.120,0.258,0.318,-9.598,,,,,,,,,,,,
2,A,37215745,3983,,,,,,,1.401,0.097,-9.607,,,,,,,,,
2,B,37216404,4064,,,,,,,,,,0.066,0.602,-9.883,,,,,,
2,S,37216404,4064,0.800,0.800,1.120,0.258,0.307,-9.322,,,,,,,,,,,,
2,A,37217736,1991,,,,,,,1.383,0.068,-9.659,,,,,,,,,
2,B,37219094,2690,,,,,,,,,,,,,,,,40.938,-95.938,15.312
2,S,37219094,2690,4.320,1.120,0.480,0.193,0.242,-9.242,,,,,,,,,,,,
2,A,37219727,2987,,,,,,,1.349,0.075,-9.422,,,,,,,,,
2,B,37221146,2052,,,,,,,,,,-0.078,0.469,-9.809,,,,,,
2,S,37221146,2052,5.280,0.480,0.480,0.107,0.168,-9.273,,,,,,,,,,,,
2,A,37223710,2987,,,,,,,1.246,0.151,-10.115,,,,,,,,,
2,B,37224532,3386,,,,,,,,,,,,,-0.336,-0.671,-1.007,,,
2,S,37224532,3386,4.320,-0.800,0.160,0.083,0.163,-9.438,,,,,,,,,,,,
2,A,37225701,1991,,,,,,,1.235,0.347,-10.128,,,,,,,,,
2,B,37226565,2033,,,,,,,,,,,,,,,,40.312,-97.125,15.812
2,S,37226565,2033,2.080,-1.120,0.480,0.122,0.203,-9.547,,,,,,,,,,,,
2,A,37228688,2987,,,,,,,1.266,0.355,-10.157,,,,,,,,,
2,B,37229951,3386,,,,,,,,,,-0.020,0.566,-10.238,,,,,,
2,S,37229951,3386,1.120,-1.120,0.800,0.212,0.333,-9.723,,,,,,,,,,,,
2,A,37231675,2987,,,,,,,1.347,0.324,-10.078,,,,,,,,,
2,B,37231984,2033,,,,,,,,,,,,,0.783,-0.783,-1.231,,,
2,S,37231984,2033,0.480,-0.800,0.800,0.228,0.412,-9.787,,,,,,,,,,,,
2,A,37235658,3983,,,,,,,0.733,-2.772,-10.772,,,,,,,,,
2,B,37236725,4741,,,,,,,,,,,,,,,,42.000,-96.125,14.312
2,S,37236725,4741,0.160,-0.800,1.440,0.133,0.632,-10.078,,,,,,,,,,,,
2,A,37238645,2987,,,,,,,1.002,0.472,-9.962,,,,,,,,,
2,B,37240093,3368,,,,,,,,,,-0.039,0.805,-10.840,,,,,,
2,S,37240093,3368,-3.360,-1.760,0.480,0.383,0.138,-10.057,,,,,,,,,,,,
2,A,37241632,2987,,,,,,,1.427,1.480,-9.730,,,,,,,,,
2,B,37242144,2051,,,,,,,,,,,,,-1.455,-1.455,-1.343,,,
2,S,37242144,2051,-8.160,-1.760,-1.120,0.598,-0.378,-9.393,,,,,,,,,,,,
2,A,37245614,3982,,,,,,,1.732,0.248,-9.350,,,,,,,,,
2,B,37246208,4064,,,,,,,,,,,,,,,,41.125,-94.625,14.125
2,S,37246208,6097,-7.840,0.480,3.040,-0.323,0.863,-8.498,,,,,,,,,,,,
2,A,37247606,1992,,,,,,,1.635,-0.156,-9.363,,,,,,,,,
2,B,37248918,2710,,,,,,,,,,-0.152,0.508,-8.762,,,,,,
2,S,37248918,677,8.800,3.040,4.000,-0.367,0.932,-8.568,,,,,,,,,,,,
2,A,37249597,1991,,,,,,,1.444,-0.190,-9.528,,,,,,,,,
2,B,37250950,2032,,,,,,,,,,-0.105,0.719,-9.949,,,,,,
2,S,37250950,2032,10.080,4.640,6.240,-0.292,0.877,-8.947,,,,,,,,,,,,
2,A,37253580,3983,,,,,,,1.160,-0.083,-9.920,,,,,,,,,
2,B,37254337,3387,,,,,,,,,,,,,0.560,-0.783,-0.671,,,
2,S,37254337,3387,12.640,5.600,4.960,0.158,0.307,-9.682,,,,,,,,,,,,
2,A,37255571,1991,,,,,,,1.144,-0.099,-10.040,,,,,,,,,
2,B,37256369,2032,,,,,,,,,,,,,,,,40.688,-96.188,15.188
2,S,37256369,2032,8.480,5.280,2.400,0.352,0.007,-9.867,,,,,,,,,,,,
2,A,37258558,2987,,,,,,,1.205,0.002,-10.153,,,,,,,,,
2,B,37259756,3387,,,,,,,,,,0.133,0.191,-10.180,,,,,,
2,S,37259756,3387,3.680,4.640,-0.160,0.398,-0.152,-9.697,,,,,,,,,,,,
2,A,37261545,2987,,,,,,,1.206,0.044,-10.367,,,,,,,,,
2,B,37261788,2032,,,,,,,,,,,,,1.119,0.783,-0.336,,,
2,S,37261788,2032,-2.400,3.680,-0.160,0.323,-0.107,-9.547,,,,,,,,,,,,
2,A,37265527,3982,,,,,,,1.316,0.188,-10.274,,,,,,,,,
2,B,37266530,4742,,,,,,,,,,,,,,,,40.688,-96.188,15.188
2,S,37266530,4742,-3.040,0.480,1.440,0.182,0.087,-9.578,,,,,,,,,,,,
2,A,37267519,1992,,,,,,,1.354,0.058,-10.136,,,,,,,,,
2,B,37268562,2032,,,,,,,,,,-0.027,0.410,-10.027,,,,,,
2,S,37268562,2032,0.480,-0.480,2.080,0.182,0.163,-9.672,,,,,,,,,,,,
2,A,37270506,2987,,,,,,,1.354,0.076,-9.984,,,,,,,,,
2,B,37270594,2032,,,,,,,,,,,,,0.783,0.671,-0.560,,,
2,S,37270594,2032,2.400,-0.480,2.080,0.207,0.207,-9.723,,,,,,,,,,,,
2,A,37274488,3982,,,,,,,1.325,-0.054,-9.694,,,,,,,,,
2,B,37275336,4742,,,,,,,,,,,,,,,,41.438,-96.688,15.125
2,S,37275336,4742,3.360,1.120,0.160,0.247,0.188,-9.607,,,,,,,,,,,,
2,A,37277475,2987,,,,,,,1.343,-0.030,-9.577,,,,,,,,,
2,B,37278722,3386,,,,,,,,,,0.059,0.422,-10.117,,,,,,
2,S,37278722,3386,3.680,3.040,-0.800,0.223,0.092,-9.422,,,,,,,,,,,,
2,A,37279466,1991,,,,,,,1.286,0.140,-9.574,,,,,,,,,
2,B,37280755,2033,,,,,,,,,,,,,1.231,0.783,-1.343,,,
2,S,37280755,2033,3.040,3.680,-1.120,0.203,0.077,-9.338,,,,,,,,,,,,
2,A,37284445,4979,,,,,,,1.329,0.417,-9.800,,,,,,,,,
2,B,37284819,4064,,,,,,,,,,,,,,,,43.062,-95.250,13.500
2,S,37284819,4064,2.400,3.040,-1.120,0.177,0.182,-9.258,,,,,,,,,,,,
2,A,37286436,1991,,,,,,,1.388,0.415,-9.894,,,,,,,,,
2,B,37287528,2709,,,,,,,,,,0.008,0.395,-9.852,,,,,,
